County,State,Commodity,Corn_Yield_BuAcre_2022,PrecisionAg_Usage_Range,PrecisionAg_Usage_Midpoint_2022 (%),Controlled_Traffic_Farming_2021,Soil_Moisture_Monitoring_Y2_Y5_2021,Precision_Pesticide_Application_2021,Precision_Ag_Nutrient_Loss_Reduction_2021,Net_CSP_Incentive_2021,High_CSP_Incentive,High_Precision_Usage
CASWELL,NORTH CAROLINA,CORN,84.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
DURHAM,NORTH CAROLINA,CORN,111.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
FRANKLIN,NORTH CAROLINA,CORN,110.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
GRANVILLE,NORTH CAROLINA,CORN,122.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
GUILFORD,NORTH CAROLINA,CORN,113.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ORANGE,NORTH CAROLINA,CORN,142.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
PERSON,NORTH CAROLINA,CORN,117,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ROCKINGHAM,NORTH CAROLINA,CORN,104.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
STOKES,NORTH CAROLINA,CORN,139.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
VANCE,NORTH CAROLINA,CORN,88.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WARREN,NORTH CAROLINA,CORN,88.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BLADEN,NORTH CAROLINA,CORN,112.7,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BRUNSWICK,NORTH CAROLINA,CORN,141,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
COLUMBUS,NORTH CAROLINA,CORN,121.7,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CUMBERLAND,NORTH CAROLINA,CORN,101.7,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
HARNETT,NORTH CAROLINA,CORN,117.7,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
HOKE,NORTH CAROLINA,CORN,97.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ONSLOW,NORTH CAROLINA,CORN,116.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ROBESON,NORTH CAROLINA,CORN,108.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
SAMPSON,NORTH CAROLINA,CORN,109.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ANSON,NORTH CAROLINA,CORN,107.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CABARRUS,NORTH CAROLINA,CORN,142,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CLEVELAND,NORTH CAROLINA,CORN,97.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
LINCOLN,NORTH CAROLINA,CORN,107.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
MOORE,NORTH CAROLINA,CORN,99.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
STANLY,NORTH CAROLINA,CORN,108,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
UNION,NORTH CAROLINA,CORN,110.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BUNCOMBE,NORTH CAROLINA,CORN,138.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BURKE,NORTH CAROLINA,CORN,102.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
HENDERSON,NORTH CAROLINA,CORN,163.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
JACKSON,NORTH CAROLINA,CORN,130.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
MADISON,NORTH CAROLINA,CORN,147,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
RUTHERFORD,NORTH CAROLINA,CORN,96.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
TRANSYLVANIA,NORTH CAROLINA,CORN,153.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
OTHER COUNTIES,NORTH DAKOTA,CORN,89.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
EDDY,NORTH DAKOTA,CORN,125.3,≥50%,55,,22.15,11.14,15.21,16.17,1,1
FOSTER,NORTH DAKOTA,CORN,131.5,≥50%,55,,22.15,11.14,15.21,16.17,1,1
KIDDER,NORTH DAKOTA,CORN,114.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
SHERIDAN,NORTH DAKOTA,CORN,112.1,≥50%,55,,22.15,11.14,15.21,16.17,1,1
STUTSMAN,NORTH DAKOTA,CORN,132.8,≥50%,55,,22.15,11.14,15.21,16.17,1,1
WELLS,NORTH DAKOTA,CORN,146.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BARNES,NORTH DAKOTA,CORN,137.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
CASS,NORTH DAKOTA,CORN,172.8,≥50%,55,,22.15,11.14,15.21,16.17,1,1
GRIGGS,NORTH DAKOTA,CORN,144.2,≥50%,55,,22.15,11.14,15.21,16.17,1,1
STEELE,NORTH DAKOTA,CORN,153.2,≥50%,55,,22.15,11.14,15.21,16.17,1,1
TRAILL,NORTH DAKOTA,CORN,170.9,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BENSON,NORTH DAKOTA,CORN,128.6,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BOTTINEAU,NORTH DAKOTA,CORN,109.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MCHENRY,NORTH DAKOTA,CORN,110.5,≥50%,55,,22.15,11.14,15.21,16.17,1,1
PIERCE,NORTH DAKOTA,CORN,116.1,≥50%,55,,22.15,11.14,15.21,16.17,1,1
GRAND FORKS,NORTH DAKOTA,CORN,151.3,≥50%,55,,22.15,11.14,15.21,16.17,1,1
NELSON,NORTH DAKOTA,CORN,132.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
PEMBINA,NORTH DAKOTA,CORN,144.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
RAMSEY,NORTH DAKOTA,CORN,129.6,≥50%,55,,22.15,11.14,15.21,16.17,1,1
WALSH,NORTH DAKOTA,CORN,153.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
DIVIDE,NORTH DAKOTA,CORN,71.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MOUNTRAIL,NORTH DAKOTA,CORN,84.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
WARD,NORTH DAKOTA,CORN,100.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BURLEIGH,NORTH DAKOTA,CORN,89.2,≥50%,55,,22.15,11.14,15.21,16.17,1,1
EMMONS,NORTH DAKOTA,CORN,95.9,≥50%,55,,22.15,11.14,15.21,16.17,1,1
GRANT,NORTH DAKOTA,CORN,73.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MORTON,NORTH DAKOTA,CORN,85.8,≥50%,55,,22.15,11.14,15.21,16.17,1,1
DICKEY,NORTH DAKOTA,CORN,152.1,≥50%,55,,22.15,11.14,15.21,16.17,1,1
LA MOURE,NORTH DAKOTA,CORN,142.8,≥50%,55,,22.15,11.14,15.21,16.17,1,1
LOGAN,NORTH DAKOTA,CORN,110,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MCINTOSH,NORTH DAKOTA,CORN,101.5,≥50%,55,,22.15,11.14,15.21,16.17,1,1
RANSOM,NORTH DAKOTA,CORN,171.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
RICHLAND,NORTH DAKOTA,CORN,152.4,≥50%,55,,22.15,11.14,15.21,16.17,1,1
SARGENT,NORTH DAKOTA,CORN,159,≥50%,55,,22.15,11.14,15.21,16.17,1,1
ADAMS,NORTH DAKOTA,CORN,58.1,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BILLINGS,NORTH DAKOTA,CORN,59.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
BOWMAN,NORTH DAKOTA,CORN,61,≥50%,55,,22.15,11.14,15.21,16.17,1,1
HETTINGER,NORTH DAKOTA,CORN,70.5,≥50%,55,,22.15,11.14,15.21,16.17,1,1
SLOPE,NORTH DAKOTA,CORN,54.7,≥50%,55,,22.15,11.14,15.21,16.17,1,1
STARK,NORTH DAKOTA,CORN,73.8,≥50%,55,,22.15,11.14,15.21,16.17,1,1
DUNN,NORTH DAKOTA,CORN,76.5,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MCKENZIE,NORTH DAKOTA,CORN,119,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MCLEAN,NORTH DAKOTA,CORN,100.6,≥50%,55,,22.15,11.14,15.21,16.17,1,1
MERCER,NORTH DAKOTA,CORN,85.6,≥50%,55,,22.15,11.14,15.21,16.17,1,1
OTHER COUNTIES,OHIO,CORN,170.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
DELAWARE,OHIO,CORN,185.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
FAIRFIELD,OHIO,CORN,190.4,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
FAYETTE,OHIO,CORN,181.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
FRANKLIN,OHIO,CORN,185.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
KNOX,OHIO,CORN,184.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LICKING,OHIO,CORN,181.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MADISON,OHIO,CORN,187.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MARION,OHIO,CORN,197.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MORROW,OHIO,CORN,181,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PICKAWAY,OHIO,CORN,182.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ROSS,OHIO,CORN,180.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
UNION,OHIO,CORN,183.4,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CARROLL,OHIO,CORN,138,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
COSHOCTON,OHIO,CORN,165.6,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HOLMES,OHIO,CORN,158.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
JEFFERSON,OHIO,CORN,152.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
TUSCARAWAS,OHIO,CORN,154.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CRAWFORD,OHIO,CORN,210.1,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ERIE,OHIO,CORN,187.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HURON,OHIO,CORN,181.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LORAIN,OHIO,CORN,181.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
OTTAWA,OHIO,CORN,185.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
RICHLAND,OHIO,CORN,189.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
SANDUSKY,OHIO,CORN,196.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
SENECA,OHIO,CORN,196.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WYANDOT,OHIO,CORN,200.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ASHTABULA,OHIO,CORN,169.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
COLUMBIANA,OHIO,CORN,160.6,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
GEAUGA,OHIO,CORN,156,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LAKE,OHIO,CORN,146.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MAHONING,OHIO,CORN,158.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MEDINA,OHIO,CORN,172.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PORTAGE,OHIO,CORN,172.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
STARK,OHIO,CORN,158.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
TRUMBULL,OHIO,CORN,180,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WAYNE,OHIO,CORN,163.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ALLEN,OHIO,CORN,194.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
DEFIANCE,OHIO,CORN,185.1,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
FULTON,OHIO,CORN,200.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HANCOCK,OHIO,CORN,189.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HENRY,OHIO,CORN,201.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LUCAS,OHIO,CORN,194.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PAULDING,OHIO,CORN,195.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PUTNAM,OHIO,CORN,186.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
VAN WERT,OHIO,CORN,195.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WILLIAMS,OHIO,CORN,187.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WOOD,OHIO,CORN,186.4,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ADAMS,OHIO,CORN,171.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
BROWN,OHIO,CORN,182.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
GALLIA,OHIO,CORN,153.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HIGHLAND,OHIO,CORN,188.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
JACKSON,OHIO,CORN,155.6,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LAWRENCE,OHIO,CORN,162.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PIKE,OHIO,CORN,173.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
SCIOTO,OHIO,CORN,175,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
ATHENS,OHIO,CORN,150.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
GUERNSEY,OHIO,CORN,147.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HOCKING,OHIO,CORN,168.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MORGAN,OHIO,CORN,156.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MUSKINGUM,OHIO,CORN,168.8,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
NOBLE,OHIO,CORN,145.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WASHINGTON,OHIO,CORN,161,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
BUTLER,OHIO,CORN,168.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CLERMONT,OHIO,CORN,176.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CLINTON,OHIO,CORN,196.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
GREENE,OHIO,CORN,190.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HAMILTON,OHIO,CORN,177,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MONTGOMERY,OHIO,CORN,168.1,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
PREBLE,OHIO,CORN,178.5,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
WARREN,OHIO,CORN,179.6,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
AUGLAIZE,OHIO,CORN,197.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CHAMPAIGN,OHIO,CORN,195.7,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
CLARK,OHIO,CORN,200.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
DARKE,OHIO,CORN,194.2,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
HARDIN,OHIO,CORN,191.6,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
LOGAN,OHIO,CORN,182.1,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MERCER,OHIO,CORN,190.3,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
MIAMI,OHIO,CORN,176.9,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
SHELBY,OHIO,CORN,188.4,30 to 39.9%,35,8.1,20.92,10.71,14.67,13.6,0,0
OTHER COUNTIES,OKLAHOMA,CORN,106.3,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
CREEK,OKLAHOMA,CORN,39.1,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
ALFALFA,OKLAHOMA,CORN,64.3,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
GARFIELD,OKLAHOMA,CORN,22.5,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
GRANT,OKLAHOMA,CORN,35,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
NOBLE,OKLAHOMA,CORN,57.4,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
OTTAWA,OKLAHOMA,CORN,19.8,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
WAGONER,OKLAHOMA,CORN,55.5,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
ELLIS,OKLAHOMA,CORN,171.2,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
TEXAS,OKLAHOMA,CORN,182.4,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
GARVIN,OKLAHOMA,CORN,72.4,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
CADDO,OKLAHOMA,CORN,95.4,20 to 29.9%,25,,18.99,10.2,14.05,14.41,0,0
OTHER COUNTIES,PENNSYLVANIA,CORN,143.7,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BLAIR,PENNSYLVANIA,CORN,173.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CAMBRIA,PENNSYLVANIA,CORN,157,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CENTRE,PENNSYLVANIA,CORN,162.5,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
COLUMBIA,PENNSYLVANIA,CORN,97.5,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
DAUPHIN,PENNSYLVANIA,CORN,113.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
HUNTINGDON,PENNSYLVANIA,CORN,123.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
JUNIATA,PENNSYLVANIA,CORN,89.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
MIFFLIN,PENNSYLVANIA,CORN,141.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
MONTOUR,PENNSYLVANIA,CORN,141.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
NORTHUMBERLAND,PENNSYLVANIA,CORN,86.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
PERRY,PENNSYLVANIA,CORN,106.7,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
SNYDER,PENNSYLVANIA,CORN,82.2,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
UNION,PENNSYLVANIA,CORN,91.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CARBON,PENNSYLVANIA,CORN,102.2,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LEHIGH,PENNSYLVANIA,CORN,119.5,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LUZERNE,PENNSYLVANIA,CORN,123.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
MONROE,PENNSYLVANIA,CORN,111.7,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
NORTHAMPTON,PENNSYLVANIA,CORN,100.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
SCHUYLKILL,PENNSYLVANIA,CORN,105.5,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BRADFORD,PENNSYLVANIA,CORN,108.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CLINTON,PENNSYLVANIA,CORN,146.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
ELK,PENNSYLVANIA,CORN,144.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LYCOMING,PENNSYLVANIA,CORN,124,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
MCKEAN,PENNSYLVANIA,CORN,114.2,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
SULLIVAN,PENNSYLVANIA,CORN,130.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
TIOGA,PENNSYLVANIA,CORN,112.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LACKAWANNA,PENNSYLVANIA,CORN,123.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
WYOMING,PENNSYLVANIA,CORN,71.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CRAWFORD,PENNSYLVANIA,CORN,137.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
ERIE,PENNSYLVANIA,CORN,154,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
VENANGO,PENNSYLVANIA,CORN,124.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
ADAMS,PENNSYLVANIA,CORN,138.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BEDFORD,PENNSYLVANIA,CORN,157.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CUMBERLAND,PENNSYLVANIA,CORN,145.2,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
FRANKLIN,PENNSYLVANIA,CORN,177.4,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
FULTON,PENNSYLVANIA,CORN,147.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
YORK,PENNSYLVANIA,CORN,173.4,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BERKS,PENNSYLVANIA,CORN,142.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BUCKS,PENNSYLVANIA,CORN,97.3,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CHESTER,PENNSYLVANIA,CORN,210.6,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LANCASTER,PENNSYLVANIA,CORN,185.4,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
MONTGOMERY,PENNSYLVANIA,CORN,122.4,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
FAYETTE,PENNSYLVANIA,CORN,114,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
SOMERSET,PENNSYLVANIA,CORN,146.8,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
WASHINGTON,PENNSYLVANIA,CORN,127.5,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
WESTMORELAND,PENNSYLVANIA,CORN,136.4,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
ARMSTRONG,PENNSYLVANIA,CORN,149.2,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BEAVER,PENNSYLVANIA,CORN,151.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
BUTLER,PENNSYLVANIA,CORN,136.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
CLARION,PENNSYLVANIA,CORN,137.7,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
INDIANA,PENNSYLVANIA,CORN,153.9,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
JEFFERSON,PENNSYLVANIA,CORN,130,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
LAWRENCE,PENNSYLVANIA,CORN,164.1,40 to 49.9%,45,,22.77,12.45,16.47,17.23,1,1
OTHER COUNTIES,SOUTH CAROLINA,CORN,104.2,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
CALHOUN,SOUTH CAROLINA,CORN,129.8,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
CLARENDON,SOUTH CAROLINA,CORN,148.8,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
LEE,SOUTH CAROLINA,CORN,151.7,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
LEXINGTON,SOUTH CAROLINA,CORN,147.6,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
ORANGEBURG,SOUTH CAROLINA,CORN,144.2,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
SUMTER,SOUTH CAROLINA,CORN,134.8,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
DARLINGTON,SOUTH CAROLINA,CORN,105.4,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
DILLON,SOUTH CAROLINA,CORN,132.6,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
FLORENCE,SOUTH CAROLINA,CORN,99.7,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
HORRY,SOUTH CAROLINA,CORN,117,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
MARION,SOUTH CAROLINA,CORN,126.4,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
MARLBORO,SOUTH CAROLINA,CORN,117.3,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
WILLIAMSBURG,SOUTH CAROLINA,CORN,79.8,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
ANDERSON,SOUTH CAROLINA,CORN,58.8,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
GREENVILLE,SOUTH CAROLINA,CORN,82.9,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
OCONEE,SOUTH CAROLINA,CORN,93.5,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
ALLENDALE,SOUTH CAROLINA,CORN,75.5,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
BAMBERG,SOUTH CAROLINA,CORN,117.3,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
BARNWELL,SOUTH CAROLINA,CORN,150.5,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
BERKELEY,SOUTH CAROLINA,CORN,90.5,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
